Date,Tweet,Subjectivity,Polarity,Analysis
09-09-2022,  So why even sack tuchel in the first place???,0.3333333333333333,0.25,Positive
09-09-2022,  The day Boehly decided to sack Tuchel was the day his era started to go downhill. and as a fan who doesn't like his era I'm here to enjoy it,0.5,0.4,Positive
09-09-2022,“Stick through difficult moments” but sack Tuchel? Why did we get stuck with American owners 🫠 ,0.5,-0.25,Negative
09-09-2022,"@   If tuchel was still here and the article title was instead, “ Chelsea won’t sack Tuchel if he does not make top 4” would you have the same reaction?",0.3125,0.25,Positive
09-09-2022, Why dem come sack tuchel,0.0,0.0,Neutral
09-09-2022,Can’t talk about standards when we just had the 2nd half of tuchels reign and say it wasn’t sack worthy ,0.3888888888888889,0.05555555555555555,Positive
09-09-2022," Don't be stupid, we're not gonna hand a 5 year deal to someone and sack them if we have a bad season given Tuchel gave us a shit start.",0.8222222222222223,-0.5666666666666665,Negative
09-09-2022,"  But gave Tuchel an instant sack despite being 5 points off the 1st position , it's clear Boehly only sacked Tuchel because he didn't like him . He didn't care about what Tuchel did for the clubs and how the fans loved him , the only thing he listened to was his damned self",0.7699999999999999,0.15999999999999998,Positive
09-09-2022,then why the fuck sack tuchel for a couple of poor performances lmfao makes no sense 🤣 ,0.6,-0.4,Negative
09-09-2022,  Why the fuck would you sack Tuchel then?,0.6,-0.4,Negative
09-09-2022,  Yh but sack Tuchel after 6 games,0.0,0.0,Neutral
09-09-2022,"  And if it is not Edwards…shocking.

I always felt throughout the summer Tuchel would walk or face an early sack. Boehly  co. knew he would not be the one. Shouldve mutually parted in summer in a respectful way. Still would have hurt, but would have been better.",0.5,0.3666666666666667,Positive
09-09-2022,"No PL action this weekend, but you can catch up on a volatile week in soccer here: 

🏆UCL gets kicked off 
🤦‍♂️ Chelsea sacks Tuchel 
🔴Liverpool Woes 
✉️ Mailbag 

Give it a listen ⬇️

",0.1,0.1,Positive
09-09-2022,EPL: Details of Boehly’s phone call with Aubameyang after Tuchel’s sack revealed ,0.0,0.0,Neutral
09-09-2022, Na why dem sack tuchel,0.0,0.0,Neutral
09-09-2022," Remove that Kovacic, na him make them sack Tuchel",0.0,0.0,Neutral
09-09-2022,Ex-Chelsea player Timo Werner suggests what may have led to Thomas Tuchel’s sack ,0.0,0.0,Neutral
09-09-2022," didnt step what ? come on man he was given a rebuild job to do when the owner decided to sack the entire board and put everthing on tuchel.. imagine stressing on getting ronaldo not once, twice but 5 times 😂",0.625,0.0,Neutral
09-09-2022,  I just wonder even jose the greatest Chelsea coach get sack talk less of tuchel,0.5333333333333333,0.4166666666666667,Positive
09-09-2022,  Roman would never have used tuchel for a whole summer to give off an image of a stable club with a top manager if he wanted to sack him. Tuchel’s a coach not a DoF. Tuchel has faults which played a part in his sacking but Todd was the main villain in this,0.41111111111111115,0.28888888888888886,Positive
09-09-2022,"As much as I hate the decision made to sack Tuchel, we gotta move on. Love the man and wished he stayed for many years, we can't change the past but look forward to the future.

You do what want but I'd recommend moving on otherwise you'll continue being sad and depressed",0.5625,-0.09166666666666667,Negative
09-09-2022," You all can go ahead and get behind him, you can’t make me fall in love with Tuchel and just sack him like that. 😢",0.6499999999999999,0.04999999999999999,Positive
09-09-2022," Man, if you're trying to ease my mind over Tuchel's sack, you're failing woefully",0.0,0.0,Neutral
09-09-2022,How Tuchel’s Sack Will Benefit Pulisic – US National Team Manager Explains ,0.0,0.0,Neutral
09-09-2022,"__ Don't forget Dortmund 😂, Boehly was prepared to take the heat and model Chelsea to his liking. I think he didn't want to sack Tuchel immediately as that would have been even worse, so he had to wait for a perfect chance to pounce on",0.8,0.3,Positive
09-09-2022, It was too early  for the CHELSEA management to sack Coach Thomas Tuchel .,0.3,0.1,Positive
09-09-2022,That's what I also thought after the Sack of Tuchel. 🤔🤔🤔🤔🤔🤔🤔🤔 ,0.0,0.0,Neutral
09-09-2022,That's what I also thought after the Sack of Tuchel. 🤔🤔🤔🤔🤔🤔🤔🤔 ,0.0,0.0,Neutral
09-09-2022,  Exactly.. I hate tuchel sack but let the guy work ..,0.9,-0.8,Negative
09-09-2022,  Then why did he spent a record fee on tuche and even brought aubamayang just to sack him after a game🤦‍♂️. And brought a manager that has the same problem that tuchel has which is scoring goals🤦‍♂️,0.1125,-0.05,Negative
09-09-2022, Early  factually baseless conclusion.Not wise to count your chickens before they hatch. Nothing done so far suggest savings or strategic value in the decision taken to sack Tuchel. Would be more appropriate to do the first value appraisal at the end of May 2023. Early days.,0.5476190476190477,0.32142857142857145,Positive
09-09-2022,__   U dont back the manager by spending a record fee and fire him after a game and hired a new manager to work with the other managers left overs. If he was planning to sack tuchel he shouldve done it in june or may or even july🤦‍♂️,0.2459090909090909,-0.07772727272727273,Negative
09-09-2022,The thing still dey hurt me say them sack Tuchel wtf?,1.0,-0.5,Negative
09-09-2022, There’s no justifiable explanation for the timing of his sacking Victor. I had good hopes because of the owners ambition during the summer transfer window. But the manner of Tuchel’s sack blindsided the supporters!,0.6000000000000001,0.875,Positive
09-09-2022, Boehly is not the first to sack manger tuchel also got sack by PSG  I wonder why people are crying because a owner sack a manager he did not employ..,0.4666666666666667,0.024999999999999994,Positive
09-09-2022,"  _ He didn't force you reply to his tweet ,he stated clearly if you're affected by him still mourning the sack of tuchel then mute his tweet or ignore,must you reply?.",0.3833333333333333,0.10000000000000002,Positive
09-09-2022,People taking the Tuchel sack a little too hard. This is nothing new and I read a thread which I’ll quote in the replies to calm minds. Because Tuchel wasn’t going places which I realised when I took emotion out of it let’s just say that,0.5615530303030303,-0.010700757575757572,Negative
09-09-2022,How am I going to get over this Tuchel sack?,0.0,0.0,Neutral
09-09-2022," I don't know how long it will take me to get over tuchel, My wife self dey para ontop why dem sack Tuchel even she wey no too like football",0.4,-0.05,Negative
09-09-2022,"  💀please don't tell me that guy, if that one guy it's pretty clear why boehly sack Tuchel lmao.",0.7944444444444444,0.31666666666666665,Positive
09-09-2022," It does seem a bit mental. Sack Tuchel, wtf?",0.6,-0.3,Negative
09-09-2022,"  Lol I know , just some weeks back we had news of Tuchel contract talks before the sack , so you just never know but we will see tho",0.35,0.4,Positive
09-09-2022," look past the money
to just sack someone like that
so sudden",0.375,-0.125,Negative
09-09-2022,"Tuchel sack was forthcoming right when he got involved in player signings, his clear rule was to let him do his job as a coach. Worth the long term benefits.",0.3547619047619047,0.15892857142857142,Positive
09-09-2022,"USMNT coach Greg Berhalter: ""I talked lots with Boehly over the past few weeks trying to convince him to sack Thomas Tuchel. I’m thrilled it finally happened and we can now see how good Christian Pulisic can be in the Premier League for Chelsea. I can’t wait.”

[]",0.44166666666666665,0.14166666666666664,Positive
09-09-2022," Dan can you please tell me straight why Thomas tuchel got the sack , I want to move on from thomas tuchel but I keep reading stuff its all petty,  you can tell me on here or dm , thanks in advance",0.30000000000000004,0.2,Positive
09-09-2022,"Many have questioned Todd Beohly's decision to sack Thomas Tuchel, but what does the decision say about his leadership style? Read my take on the situation at Chelsea here:
ChelseaFC CFC ",0.5,0.5,Positive
09-09-2022," I wish the sacking of Thomas tuchel was dream but man it's real.since he was sack I have not been myself again 💔
Thinking about it every single minute 😭",0.21428571428571427,-0.07142857142857142,Negative
09-09-2022,   Have you not read what’s come out or are you ignoring it. I loved Tuchel. My favourite Chelsea manager by far but the reasonings for the sack (which wasn’t based on results)is kinda fair enough,0.8,0.375,Positive
09-09-2022,"__      Bruh, you seen the hate pulisic been getting lately?
You’d have thought he was the one who asked Boehly to sack Tuchel cause he’s the scapegoat
I thought you used to like him but everybody even you been making him look like some kind of villain these past couple days",0.6625,-0.18750000000000003,Negative
09-09-2022,   I guess stay Humbled Kid 🤡😂😂 No Wonder Tuchel got the Sack 👋🎸,0.0,0.0,Neutral
09-09-2022, Dem sack Tuchel😭😩,0.0,0.0,Neutral
09-09-2022,   No evidence to say they would sack if we finished 6th. They wanted Tuchel to work and I didn’t want us to sack but there’s no doubt that he was thinking about walking after all the changes at the club,0.0,0.0,Neutral
09-09-2022, He should prepare for his sack letter if he is gonna build his team around Mount. Lampard trusted them and they got him sacked. Have no emotional attachment to these players anymore cos they never did it for Lampard or Tuchel.,0.65,0.0,Neutral
09-09-2022,"  I haven’t lied and that’s what hurts the most. It’s the truth, sadly. No one wanted it to turn out this way but it did. Tuchel deserved the sack just as much as Lampard did.",0.5666666666666667,0.31666666666666665,Positive
09-09-2022,"This is no excuse, Tuchel came in and win the Champions league and qualified for Champions league same season. Why sack him if you expect less for the new manager you spent over £60 million ",0.1993686868686869,0.1157828282828283,Positive
09-09-2022, What he said was stupid. Tuchel wasn’t great for Pulisic but rn neither side is doing shit well. One side believes Americans are teaming up to sack Tuchel. The other thinks Pulisic is untouchable.,0.73125,-0.08124999999999998,Negative
09-09-2022, Exactly if you’re going to sack a coach like Tuchel the guy you bring in needs to deliver the bare minimum,0.175,0.15,Positive
09-09-2022,"    Tuchel is supposed to be the one, but he has big ego, didn't want to change anything for his current squad, it was harsh to sack him by this time of the season, but we don't make decisions, we can only give our opinions",0.55,-0.05,Negative
09-09-2022,"Why did we sack tuchel if we are going to accept finishing 6th we are few points off top four after 6 games, what are you saying? ",0.3,0.15,Positive
09-09-2022,"November 2020, i pray MU sack Ole and appoint Thomas Tuchel. But Ed Woodward wait until November 2021 to sack Ole and appoint Ralf Rangnick. What a shame. ",0.0,0.0,Neutral
09-09-2022,"  Because people just don’t criticize him they blame him for everything else , people will blames Ronaldo for the queens death 😂, they already say he has a hand In tuchel sack",0.0,0.0,Neutral
09-09-2022,Unfortunately a change of manager was needed otherwise we’d be looking at 15/16 all over again. At the end of the day if you could sack the entire squad then that would be more ideal considering the stuff that’s been circulating about certain individuals cfc chelsea Tuchel,0.7392857142857142,0.22285714285714286,Positive
09-09-2022,"nah i can't get over the fact that he let Tuchel buy the players he wanted just to sack him, fucking yank",0.8,-0.6,Negative
09-09-2022, decent manager but why did they sack tuchel,0.6666666666666666,0.16666666666666666,Positive
09-09-2022,National team boss claims Tuchel sack is ‘positive’ for struggling Chelsea star ,0.5454545454545454,0.22727272727272727,Positive
09-09-2022,"Reasons for Tuchel Sack .....Discuss???

1) Family related issues affected his footballing ideas
2) Transfer clashes with Owners
3) Overdependency on certain players like Havertz  
 Mount and players let him down.
4) lack of a creative player in the team/ Dont like tech players",0.5650793650793651,0.13968253968253969,Positive
09-09-2022,Ah dem sack Tuchel? ,0.0,0.0,Neutral
09-09-2022," Chelsea have been awful. Tuchel deserved to be lambasted for his tactics, but he should have been given a chance to turn it around. Spending all that money on players he specifically wanted, only to then sack him after a handful of games, made little sense.",0.8333333333333334,-0.3958333333333333,Negative
09-09-2022, Acting like you never wanted tuchel gone before the sack 🤡🤡🤡,0.0,0.0,Neutral
09-09-2022,"I don sleep three times since dey sack Tuchel and I no belive am.

I Dey see am for dream chai😔",0.0,0.0,Neutral
09-09-2022, _ Your point is they should have left Tuchel and not sack him right?,0.26785714285714285,0.14285714285714285,Positive
09-09-2022,Ah so Chelsea sack Thomas Tuchel fr?? 😫😭💔,0.0,0.0,Neutral
09-09-2022,There are 32 games left and you are saying finishing top 4 is not obligatory. Are you a nutter? Why did the club sack Tuchel then? ,0.25,0.25,Positive
09-09-2022, Tuchel but Boehly was right to sack him,0.5357142857142857,0.2857142857142857,Positive
09-09-2022,,0.0,0.0,Neutral
09-09-2022,"He needs to earn the respect, most of them are just up in their feelings about Tuchel's sack. Results will convince them ",0.5,0.5,Positive
09-09-2022,"New Unsackable Pod. This week we chat:

🐂RBLeipzig sack Tedesco 
🙄Chelsea sack Tuchel 
🔴Klopp's problems at LFC 
🇺🇸US Open Cup 

🟢
🍏 ",0.4772727272727273,0.06818181818181818,Positive
09-09-2022," Todd has the opportunity to sack Tuchel long back after end of last season, but he stayed quite only for successful transfer window and to convince big imp players and to do so he used Tuchel. That's unethical. 

In a very hostile manner he was sent away which hurt many fans.",0.41458333333333336,0.175,Positive
09-09-2022, 2 managers tried building around him and got the sack within 3 years. So I hope not.,0.0,0.0,Neutral
09-09-2022," I like the fact that I'm not emotionally attached to this man..

If he does well... Goood!

If he fucks up and Chelsea sack him, I won't be moved!

Was too emotionally attached to Mourinho, Ancelotti and Tuchel😑😑",0.65,0.0,Neutral
09-09-2022," For those saying Tuchel wasn't sacked because of results, this excuse would have been tenable had Boehly ever had the guts to sack him if we were top of the league. 
Would Boehly have discarded Tuchel if Chelsea had won all their matches (EPL  UCL)?",0.275,0.225,Positive
09-09-2022,Mainz director blasts Chelsea over Tuchel sack ,0.0,0.0,Neutral
09-09-2022,"Why is Chelsea setting this gentleman up for a sack? How could he succeed where Mourinho, Ancelotti and Tuchel were sacked??? ",0.0,0.0,Neutral
09-09-2022,"It’s sad to say goodbye to the people we love. I love you. Everyone at Chelsea loves you, Thomas Tuchel.
It hurts to remember he isn’t the gaffer any longer.
The only sack that hurts more like this was Jose Mourinho’s.
Have a better life ahead, Big Tom.
Thanks for everything.
💙 ",0.5625,0.2125,Positive
09-09-2022,"But assuming if we signed Ronaldo instead of Auba😂😂

This Tuchel sack e sure me say Messi fans go misinterpret am😂😂",0.8888888888888888,0.5,Positive
09-09-2022,But you sack Tuchel 😂 ,0.0,0.0,Neutral
09-09-2022,"Alot has this week sha
Chelsea lost their first Champions league match, Them sack Tuchel, ManU lost their first Europa match, Queen Elizabeth died, Premier league has been suspended..Omo it's well. Happy weekend guys❤️",0.5555555555555555,0.43333333333333335,Positive
09-09-2022,"one thing I’m very sure  is Todd was not willing to part way with pulisic but Tuchel want him gone,it’s also part for Tuchle sack. ",0.875,0.2625,Positive
09-09-2022,"  Tuchel lost the dressing room already and I saw the sack coming just that it was too early and the Owner make Thier ambition clearer from the start ,I don't care who is on board all I care about is success",0.15,0.2,Positive
09-09-2022,"Anytime I think Tuchel doesn't deserve the sack,I always remember him starting Havertz week in week out🤣🤣😭💔",0.1,0.0,Neutral
09-09-2022, This guy already had in his mind to sack Tuchel,0.0,0.0,Neutral
09-09-2022,"Tuchel saga is not entirely based on perfomances and defeats. It looks like a compatibility issue. I think it should not have been called a sack. It should be like an agreement. 
Boehly should have just said ""Tommy It's not you,It's me"".",0.625,0.0,Neutral
09-09-2022," Juve clear, they gonna sack allegri any day now, I don’t think tuchel will join Liverpool either",0.3833333333333333,0.10000000000000002,Positive
09-09-2022,It’s funny how every time a manger is sack at Chelsea it’s the players fault like peoples knowledge about tactics is embarrassing tbh like tuchel how attack strategy was basically cross and vibes,0.5,0.125,Positive
09-09-2022,"  Skye listen idk if u aren't reading my replies but i do not disagree with u! I can analyze a situation and see his sack would hv come eventually. But i've said it numerous times i do not like Boehly's attitude and treatment of Tuchel in the end, very snake like",0.4,0.1,Positive
09-09-2022," Lol enough of all these already. Tuchel could've been sacked right after Leeds or even before if Roman was here.
Roman sacked Jose and so many other top coaches we've had  we came out on top. Sack of Thomas isn't the end of Chelsea. We'll win  grow so much more going forward.",0.5011904761904762,0.4178571428571429,Positive
09-09-2022,"  Mainz didn‘t sack Tuchel. But that is just one of the silly stories you guys make up about him. It‘s just as ridiculous as the bollocks that are spread about Klopp. Some people here in Mainz are amused by it, some are annoyed and others are simply tired of it.",0.84375,-0.4083333333333333,Negative
09-09-2022, _   I really don’t wanna argue with you. But sacking tuchel wouldn’t solver anything. The new coach will definitely face the shit TT faced! They’ll have to sack him also till when? I’m sure as hell Abrahamovich wouldn’t have sacked TT. It’s way too soon for someone that gave is all,0.5686868686868687,0.11727272727272728,Positive
09-09-2022, Lovely but why did he sack tuchel 😔,0.75,0.5,Positive
09-09-2022,"Chelsea sack head coach Thomas Tuchel, club confirms | ITV News ",0.0,0.0,Neutral
09-09-2022," lmaoo same too,they can't compete anymore they don't play good football,if they're smart they'll sack simeone and hire tuchel,Diego has done enough its time to move on",0.4669642857142857,0.22857142857142856,Positive
09-09-2022, i’m saying tuchel did a good job with chelsea and accomplished a lot but putting that stat makes it seem like the sack was reasonable,0.5666666666666668,0.36666666666666664,Positive
09-09-2022,"Details of Boehly’s phone call with Aubameyang after Tuchel’s sack revealed

aubameyang 

",0.0,0.0,Neutral
09-09-2022,"  Frankly no i didn't think he was getting sacked this soon simply bc Boehly pushed the idea that he knew this was a rebuild and trust the manager. It wasn't like in Roman days or so we thought. However, yes TT would hv gotten the sack eventually bc of the dressing room",0.35714285714285715,0.0,Neutral
09-09-2022,"  Don’t know why Boehly didn’t just ‘overrule’ Tuchel  sign Ronaldo instead of Aubameyang though, if he knew he was going to sack TT. 

It’s well reported that Boehly/Clearlake wanted Ronaldo.",0.0,0.0,Neutral
09-09-2022,"Am saying its a kind of something else as chelsea sack thomas tuchel,we hope chelsea not gonna relent without him",0.9,0.6,Positive
09-09-2022,"_  The media part is the most funniest part because many news broke out after the sack, my question to the media is that “they report of this toxic relationship with Tuchel and Owner” why haven’t they report this before ?",0.5,0.5,Positive
09-09-2022," Most definitely and it doesn't help when you have a owner who runs the team as if he's playing football manager 😂..,It doesn't make sense on how can he back Tuchel in the transfer market only to sack him a game after the transfer window has been closed.",0.4166666666666667,-4.625929269271485e-18,Negative
09-09-2022, Admin is still recovering from the Tuchel sack like us,0.0,0.0,Neutral
09-09-2022,Todd Boehly do ein hair like my toothbrush go sack Tuchel herr now the thing dey pain me 😭😭😭,0.0,0.0,Neutral
09-09-2022,  If we can't afford to sack Rodgers we can't afford to hire Tuchel lol,0.7,0.8,Positive
09-09-2022,"So  why did you sack Thomas Tuchel without explaining yourself to the fans, he didn't even have time to say goodbye to the players... At least he deserved better than that.",0.45,0.1,Positive
09-09-2022, I do believe he had his preference when he baught the club to have a new manager but obviously tuchel was so popular he couldn't just sack him so tried backing him the signings wernt bad for any manager to work with,0.6303030303030303,0.009090909090909122,Positive
09-09-2022,Scenes when Liverpool sacks Klopp and replace him with Tuchel. 😝🔥,0.0,0.0,Neutral
09-09-2022,Sack ten hag and bring tuchel in !,0.0,0.0,Neutral
09-09-2022,They set tuchel up. Pretty obvious. Hold it against him so they have excuses to sack him. Funny owners ,0.8333333333333334,0.16666666666666666,Positive
09-09-2022," That said, I don't see why we will sack Tuchel to employ him. I still think it's not about the result, but rather different perspective or some sort of background issues between club and manager.",0.6,0.0,Neutral
09-09-2022,"BEFORE SACK
Chelsea fans: If Roman was here Tuchel will be long gone blah blah

AFTER SACK
Chelsea fans: This is shocking and disgraceful, Boehly is an ass. ",0.7,-0.525,Negative
09-09-2022," Makes sense when i heard its bcos Tuchel refused to have a 37 yr old in his twilight that d owner made decision in their mind to sack him, exactly what new rookie owners would want to do.. thankful for our owner who backed our manager under similar circumstances.",0.32613636363636367,0.12159090909090908,Positive
09-09-2022, *FVX : apni galti se nae seekhne k wajah se Tuchel ko sack kr diya tha yaad rakhi,0.0,0.0,Neutral
09-09-2022,"The more I’ve thought about it, the only issue I have with Tuchel getting sacked is the timing. Why not just do it in the summer? Why let him choose 300 million worth of players only to sack him? I think him getting the sack eventually was inevitable.",0.72,0.16,Positive
09-09-2022,"   It’s so hard to know at this point, but that would suggest that they never really wanted Tuchel there, but basically needed an excuse to sack him (and hence why they appeared to be backing him massively in the transfer window).",0.4479166666666667,-0.11041666666666668,Negative
09-09-2022,  That's why I've always blamed our players for Tuchel's sack. Boehly would've never sacked him if our lazy players performed well each week  we we got convincing results...It's impossible to manage a team where you've fall out with most of players...,0.875,0.020833333333333343,Positive
09-09-2022," No way mount and havertz are there in this picture🤣🤣
Havertz should be the reason for tuchel's sack after missing infinite amount of open goal or 1v1 chances",0.275,-0.1,Negative
09-09-2022,Jokes aside Tuchel was a joke domestically we just looked like shit we were also insanely inconsistent the sack was coming !,0.9,-0.6,Negative
09-09-2022,"  Thése players hv acted like babies about this entire situation, u cannot blame Tuchel for their performances. Again i've said it various times i understand that he lost the dressing room and why it was best to sack him...my problem with Boehly goes beyond that👍",0.47500000000000003,0.3333333333333333,Positive
09-09-2022," The timeline of approving Aubameyang overlaps with the timeline of taking the Tuchel sack decision
What even?",0.0,0.0,Neutral
09-09-2022,We can’t just act like we were just gonna sack Tuchel and never appoint anyone again.,0.0,0.0,Neutral
09-09-2022,Sack of Thomas Tuchel could be ‘positive’ for Christian Pulisic at Chelsea ,0.2727272727272727,0.11363636363636363,Positive
09-09-2022, On tuchel sack?,0.0,0.0,Neutral
09-09-2022," 2£ to sack Lampard, 0£ to hire Tuchel + 18 months contract on 7£ per year.",0.0,0.0,Neutral
09-09-2022,  the reports that came out said they basically only used him as an advisor and they all say that tuchel wasn't sacked because of poor form so why will they now spend 300m buying the first choice of a manager they were planning to sack,0.6444444444444445,-0.05000000000000001,Negative
