,Date,User,Tweet
41,2022-09-07 23:28:34+00:00,AndreaOHepburn,"Chelsea owners sack Tuchel
Liverpool fans scream at selection and want owners and Klopp out
Leicester-bottom and looking good for relegation :totally backed by fans
Real fans offer support not criticism to the team when it gets tough!
#EPL #LeicesterCity #LiverpoolFC  #Chelsea"
42,2022-09-07 23:28:29+00:00,iscorers,Tuchel’s Sack: Boehly May Be More Ruthless Than Abramovich https://t.co/8YcvA6xAoM
43,2022-09-07 23:28:14+00:00,oraclefornow,"DJ whey no play Asake new album for club this week, them go sack am like Tuchel😭"
44,2022-09-07 23:27:50+00:00,Precious_OG_,This Tuchel sack touch my soul walahi
45,2022-09-07 23:27:45+00:00,elfratar,Tuchel’s dismissal still gives me mixed feelings. Wish we could only sack his football and give his personality a lifetime contract.
46,2022-09-07 23:26:25+00:00,akaay_ms,"The sack of Thomas tuchel from #ChelseaFC was so unfair and disrespect, the German coach won 3 major trophies in a single year. But still not appropriated."
47,2022-09-07 23:26:19+00:00,247acemedia,Klopp shades Chelsea owner while responding to if Liverpool will sack him like Tuchel https://t.co/ghGex1hUKi
48,2022-09-07 23:23:04+00:00,chiefhoward__,@eddington_80 I still can’t believe it bro ! Like !! Who in his right sense would sack Tuchel ? Tf 😤
49,2022-09-07 23:22:06+00:00,Alhajjibugatti1,"Chelsea ankasa they are not serious, dem no go play top 4 this season mark it. How do you sack Tuchel?"
50,2022-09-07 23:21:20+00:00,ivocoelho97,@CFCMod_ Tuchel didnt deserve the sack .. im a united fan and im feeling bad for him .. won you'll 5 trophies in 20 months had to rebuild this summer .. hes a top class manager deserved time .. really harsh .. I'm happy chelsea are weaker without him but hell be a big miss in the pl
51,2022-09-07 23:18:24+00:00,newsunplug,"EPL: Pochettino takes decision on becoming Chelsea’s next manager after Tuchel’s sack
https://t.co/2cuToC6c6E"
52,2022-09-07 23:18:02+00:00,1xbettips3,"Jurgen Klopp when asked if he's worried about getting the sack like Tuchel at Chelsea: ""Not really, this is not the case"".  🔴 #LFC 
""Our owners are rather calm and expect me to sort the situation and not  someone else will"", Klopp says  @JamesPearceLFC. 
https://t.co/2EF2A8fmEV https://t.co/mqCSENRkkD"
53,2022-09-07 23:17:10+00:00,okolo_bridget,@ReeceJames Chelsea owners should just have ben patient with him. They shouldn't just sack him because of orsic or ostrich's goal in the UCL on tuesday. He really tried for the team. Always with you Thomas Tuchel.
54,2022-09-07 23:16:38+00:00,Berry890FU,@PassLikeThiago Tuchel no so reach like this before them sack am
55,2022-09-07 23:14:42+00:00,JustMildred__,"@Da_mullerdhino @Ziyechman @ChelseaFC Why did they sack Tuchel,it doesn’t make sense abeg"
56,2022-09-07 23:13:15+00:00,itsdavidsean,"People wey want make dem sack Tuchel yesterday now dey cry say we’ll miss him ,big shoes to fill yen yen yen 

Abeg make we hear word https://t.co/EPKQKtsptV"
57,2022-09-07 23:12:44+00:00,__danju,I won cry Bcus dem sack Tuchel sha😢
58,2022-09-07 23:11:57+00:00,Triller_01,"Todd Boehly and his squad really shock me waa... 

How can you sack Tuchel???

It's Chelsea so we move"
59,2022-09-07 23:11:35+00:00,thergenrade,I love that a tweet like “How the hell does Klopp still have a job while Tuchel got the sack?” can troll both #ChelseaFC and #Liverpool at the same time.
60,2022-09-07 23:11:20+00:00,AntoniaField8,Dem sack Thomas Tuchel too Fabrizio dey come tap in😂 eeii
61,2022-09-07 23:10:44+00:00,tolujatis,"chelsea got problems walahi @Shegradinho @Tvnbosvn 🤷🏾‍♂️
why sack tuchel? https://t.co/lxRdGaynVC"
62,2022-09-07 23:09:31+00:00,AnfieldWatch,"📺 Jurgen Klopp asked if he's worried about getting the sack like Thomas Tuchel:

""Not really, our owners are rather calm and expect me to sort the situation and not think someone else will."" 🔴 https://t.co/n7VhY66Awj"
63,2022-09-07 23:09:02+00:00,AAsiemo,"Former Paris Saint-Germain coach, Mauricio Pochettino, is open to taking the Chelsea job following Thomas Tuchel’s sack.

https://t.co/bOK6qnBajY"
64,2022-09-07 23:08:31+00:00,ESPNAusNZ,"We'll just leave this here... #liverpoolfc  #EPL

CHELSEA SACK TUCHEL: https://t.co/Umuv66slQ4 https://t.co/ghHB8P0QxB"
65,2022-09-07 23:08:27+00:00,BluesStandGh,"Klopp asked if he's worried about getting the sack like Tuchel: ""Not really, our owners are rather calm and expect me to sort the situation and not think someone else will."""
66,2022-09-07 23:08:23+00:00,Fedcharacter,"“It's Too Early in the Season to sack Tuchel”- Erik Ten Hag.
https://t.co/mSwnbGcg81"
67,2022-09-07 23:08:18+00:00,mario_daems,"@Sporf FSG,is what is wrong,chelsea  spend 300 million and sack tuchel, we have a net spend of 5 million in the last 5 years,and still they think klopp will provide,FSG out,,ith the backing of the chelsea owners,same americans, we would be invincible......"
68,2022-09-07 23:08:03+00:00,Steven_Young01,"Scenes where @LFC sacks Kloop tomorrow and appoints Tuchel. Then @ChelseaFC immediately hires Kloop likewise..
Fair swap yeah???"
69,2022-09-07 23:08:00+00:00,theinsidexpress,"Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won't sack him like Tuchel at Chelsea
#Sports_Athletics
#apologises #Calm #Chelsea #fans #insists #Klopp #Liverpool #Napoli #nightmare #owners #sack #Tuchel #Wont #Sport...
https://t.co/lSNNJsuptA"
70,2022-09-07 23:07:07+00:00,Nanakesse24,Todd Boehly lacks football knowledge ... How can you sack Thomas Tuchel?  I'm seriously in pain.
71,2022-09-07 23:06:11+00:00,SackSouthgate,@talkSPORT Cundy is having a go at everybody today. My guess is he didn't get any sex today or still angry about Tuchel sacking 😂
72,2022-09-07 23:05:58+00:00,gurubajan,"@ChelseaFC not sure what the hell the new owner is doing after spending so much money on transfers and because of a poor start - you decided to sack Tuchel really. That’s very poor management, I already want to Owner to sell Chelsea to someone else that have a 🧠. #RealTalk"
73,2022-09-07 23:04:04+00:00,lovabledaniels_,Chelsea sack Thomas Tuchel after shock Zagreb defeat https://t.co/AUyXFIVHEs
74,2022-09-07 23:03:43+00:00,cheIseainpidgin,"As Todd Boehly don get mind to sack Tuchel, why hin no just kukuma tell am to step down? Why hin spoil hin name with sack? https://t.co/Xa4ZJBGM0u"
75,2022-09-07 23:03:38+00:00,jamie47631,@JRobo17 @A13XGB @StanleyAnayo7 @CFCFORLIFE00 @ESPNUK Well clearly the owner and tuchel didn’t get on and when that happens the sack is imminent I could see it happening once he got rid of cech and the other one also the players played there part in the sacking aswell
76,2022-09-07 23:03:18+00:00,futboltoni_,@Mxdiano @ZG1999_ @LavCFC @itsnotoliverrr But then if his views and Tuchel’s clashed and Tuchel didn’t fit their ideas? Then what’s he supposed to do? Sack him in May?
77,2022-09-07 23:02:54+00:00,G3_Football,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/wNfvPC0e3C
78,2022-09-07 23:02:13+00:00,jkmdaniels,@FcGhosts @KsbUncommon @CfcSheikh Abramovich always had a very good reason to sack someone. Plus he there was always some quality replacement available. Who’s this guy going to get to replace Tuchel?
79,2022-09-07 23:00:42+00:00,jlitwinetz,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea   https://t.co/ReZr22eLvk
80,2022-09-07 22:59:29+00:00,i__grab,"Please Retweet

Tuchel #iPhone14 #Sack #Tuchel #gistlover #klopp https://t.co/zt7849VODY"
81,2022-09-07 22:59:19+00:00,stunner_cfc,@Blue_Footy This is like the 100th reason for Tuchel's sack. You guys should continue...
82,2022-09-07 22:58:44+00:00,CFC__Phil,@cfcskinz Ah yes like every single time it happens. Idk about the others but honestly I’m getting kinda tired of it. I had no problem when we sacked Conte or Mourinho(2nd stint) but i do have a problem when we sack a Tuchel or an Ancelotti. I’m allowed to feel annoyed
83,2022-09-07 22:57:56+00:00,Its_Lembayo,"It’s sad! Tomas Tuchel stood with Chelsea FC through the bad times, even when we all lost hope. Now is never the time to pay him back with a sack. Bad decision!"
84,2022-09-07 22:57:45+00:00,Nsukka_okpa,@Tunnykvng Na wetin make Dem sack tuchel be this
85,2022-09-07 22:57:42+00:00,OGBENI_BAMBAM,Make Liverpool Sack Klopp take Tuchel 💁🏼‍♂️ https://t.co/cz1lKylOlz
86,2022-09-07 22:57:39+00:00,WeedonLewis,"Rory Jennings ladies and gents 
Yesterday - “Sack Tuchel now” 
Today - “My club are lunatics” https://t.co/Ld9LpRQATH"
87,2022-09-07 22:57:33+00:00,cheIseainpidgin,"Rlc, Thiago, Mendy and Koulibaly react to Thomas Tuchel sack..

#CIP 😔 https://t.co/kxzHy8jkdS"
88,2022-09-07 22:57:24+00:00,blue1edits,"@CFCDaily These owners have been lying from the start. After the was Tuchel handled everything, they treated him so bad, planned to sack him from the start, didn't have the face to sack at the get go. Walked away from his targets, extented without his input, no wonder he looked frustrated."
89,2022-09-07 22:57:04+00:00,tatumfan76,Liverpool should sack Klopp and hire Tuchel!!
90,2022-09-07 22:56:58+00:00,Geestplug,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/KORn5MJ29F
91,2022-09-07 22:55:18+00:00,jamie47631,@A13XGB @StanleyAnayo7 @CFCFORLIFE00 @ESPNUK Many people have compared them but it is harsh but he fell out with the board the sack is always gonna come after that and wdym make up stories tuchel literally fell out with the board it was the reason he got sacked
92,2022-09-07 22:54:19+00:00,Newsdailyng1,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/v9kJZ9syGt
93,2022-09-07 22:53:27+00:00,ProsperUgo1,@Wizebaba This tuchel sack still Dey give me sleepless night
94,2022-09-07 22:53:05+00:00,MetaJaunNews,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/lD2QTkUHPJ
95,2022-09-07 22:52:53+00:00,ChrisDeRich,"These are the players responsible for Tuchel's sack.
Gallagher, RLC, Mount, Havertz, Mendy. If they had performed well we wouldn't have this conversation of sacking TT."
96,2022-09-07 22:52:26+00:00,Plac_ebo,So still Lukaku no respond to Tuchel's sack
97,2022-09-07 22:52:03+00:00,KelCratch,Tommy supper Tuchel sef that guy no Dey hear oo your boss go stick $1m bet for your back win these small team den you go lose. Herh me sef like ago sack am 😁😁😆
98,2022-09-07 22:51:41+00:00,fantastee84,He should terminate his contract this very minute or they should sack him like Thomas Tuchel 😂😂😂😂. https://t.co/GPUlNDpNiF
99,2022-09-07 22:51:34+00:00,AMANKWAHPHILI11,"If dey dnt sack
KLOPP
 tonight

den

TUCHEL
has been cheated 

Aswear"
100,2022-09-07 22:51:03+00:00,ziqeusoffss,"@AnfieldWatch Sack klopp and get tuchel ,we cook"
101,2022-09-07 22:50:51+00:00,shadyzara,"#NAPLIV so Tuchel was sacked today, are we expecting  Klopps sack too? i honestly doubt that lol"
102,2022-09-07 22:50:03+00:00,Geestplug,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/oqAiW8Gh1c
103,2022-09-07 22:49:28+00:00,kofinketiahKn,Na so tuchel said but dem sack am🤭 https://t.co/zxyog0SLYh
104,2022-09-07 22:49:03+00:00,iam_todam,Gateman to Tuchel: Oga at the top talk say make I no open gate for u.... He talk say dem Don sack u 💔🤣......
105,2022-09-07 22:48:41+00:00,AMANKWAHPHILI11,"@King__Eben @WontumiSports_ If dey dnt sack
KLOPP
 tonight

den

TUCHEL
has been cheated 

Aswear"
106,2022-09-07 22:48:40+00:00,ahman_adam,"I was telling someone this morning that if Liverpool will keep Klopp despite their performance this season, then why should Chelsea sack Thomas Tuchel who he has performed better so far this season? Both haven’t started well they are exceptional coaches and they will bounce back."
107,2022-09-07 22:47:42+00:00,adabagcompany,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/xe4HbSogGl
108,2022-09-07 22:47:35+00:00,DailyPostNGR,EPL: Pochettino takes decision on becoming Chelsea’s next manager after Tuchel’s sack https://t.co/O4lWI6wZ1O
109,2022-09-07 22:47:32+00:00,dhindustannews,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/Iy3kgNTTM0
110,2022-09-07 22:47:14+00:00,Qweku_Realist,Just know whoever advised you to sack Tuchel is not your friend @todd_boehly
111,2022-09-07 22:47:13+00:00,Nigeria_news9ja,"EPL: Tuchel ‘‘ entirely shocked’ by Chelsea sack, ‘‘ pled Boehly for 2nd chance’ https://t.co/x7Q6DJOwgo"
112,2022-09-07 22:46:29+00:00,Jurgenkopp11,@talkSPORT This chap like us all think it’s a disgrace that tuchel was sacked. So why ask a stupid question when he knows it was wrong to sack tuchel in the first place… imagine any Liverpool supporters thinking that anyone else is better than klopp for Liverpool 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️
113,2022-09-07 22:46:11+00:00,brezilya_t,Klopp APOLOGISES to Liverpool fans after Napoli nightmare but insists calm owners won’t sack him like Tuchel at Chelsea https://t.co/LosdxWwWtU
114,2022-09-07 22:45:39+00:00,endyliciouss,"Wait wait waaaaaiiiiitttt, what if, what if o!!!! 

Liverpool sacks kloop tomorrow and hires Tuchel, and  kloop goes to Chelsea???

What if?🤷🏾‍♀️🤷🏾‍♀️ 

#hottakesfc"
115,2022-09-07 22:44:35+00:00,NewspotN,"Tuchel’s sack: Pat Nevin names manager Boehly should appoint as Chelsea’s next coach
https://t.co/lqlj4o37Fo"
116,2022-09-07 22:44:30+00:00,Benji3PointOh,"@cfc_abi farkkkkk seeing these tuchel tiktoks got me in my feels, boehly was still right to sack him tho"
117,2022-09-07 22:43:49+00:00,KashQuazi,Hearing that Boehly gave Tuchel the sack because he didn’t sign Ronaldo is a prime example of how football is starting to become too much of a franchise man. Too concerned about shirt sales and making money 😓😓😓 #cfc
118,2022-09-07 22:43:08+00:00,WrentAA,@Fcb_s_a_m If they sack klopp like tuchel i'll never comeback to liverpool
119,2022-09-07 22:42:50+00:00,SaiqAbhi_SA_001,"World Breaking News🔥🔥
1. Chelsea Sack Tuchel.
2. Apple Has Release iPhone 14.
3. K. Shettima can Become APC Aspirant due to head of the Parties Talking of Tinubu's Health as he can't do atleast one Tenure... 
4. Safaa, Mr. 442, Gwanja and Murja are arrested."
120,2022-09-07 22:42:10+00:00,kkay_official,The Tuchel sack just hit me! @ChelseaFC WTF Todd this is f*cking outrageous😡😡😡🤬🤬🤬
121,2022-09-07 22:41:54+00:00,Cfc_Dan4v2,The whole TL is mourning Tuchel sack
122,2022-09-07 22:41:52+00:00,Mayowawaris24,@akuahwritess So tuchel deserve being sack?
123,2022-09-07 22:40:53+00:00,notice_com_ng,"Tuchel ‘totally shocked’ by Chelsea sack, ‘begged Boehly for second chance’ - EPL - https://t.co/xu0pfriPOj #Sport  #Boehly #chelsea #EPL #Tuchel #BBnaija #Messi #Wizkid #Da"
124,2022-09-07 22:39:45+00:00,inaLaanDheere,"@tonyszn_07_2 Sack him now and bring in Tuchel. When the opportunity is there, you strike."
125,2022-09-07 22:39:25+00:00,Kogonuso_Media,Tuchel’s sack: Pat Nevin names manager Boehly should appoint as Chelsea’s next coach https://t.co/FZ83wQ9wc8
126,2022-09-07 22:38:57+00:00,newsunplug,"Tuchel’s sack: Pat Nevin names manager Boehly should appoint as Chelsea’s next coach
https://t.co/B8B6lCLLzj"
127,2022-09-07 22:38:49+00:00,PeterObiRatioer,"Liverpool it's over to you

SACK JURGEN KLOPP AND BRING BACK THOMAS TUCHEL AND BECOME WINNERS AGAIN!!!!!"
128,2022-09-07 22:38:29+00:00,Curtis_peprah,@Sirjosky They support the coach and not the club Tuchel is not the first Chelsea manager to be sack and he  isn't going to be last either
129,2022-09-07 22:36:46+00:00,milosalterego,"If we sack Southgate and get Tuchel in now, we win the World Cup"
130,2022-09-07 22:35:47+00:00,omotimehin_tope,Jamie Carragher tells Boehly best manager to coach Chelsea after Tuchel’s sack https://t.co/ad4TydA64u
131,2022-09-07 22:35:45+00:00,Chelseaalways24,Jamie Carragher tells Boehly best manager to coach Chelsea after Tuchel’s sack https://t.co/ckjNPgMEKv
132,2022-09-07 22:34:05+00:00,j_rainer4,Ridiculous how Tuchel has got the sack https://t.co/4eP8Nj06r5
133,2022-09-07 22:33:57+00:00,0xAdekolapo,"That’s why I’m bemused, it feels like we’re simply switching to another Tuchel with an English passport 

Their way of football isn't that much different so why sack him in the first place. https://t.co/Ox8AmxS6Dj"
134,2022-09-07 22:33:54+00:00,rap_ruby,"Thomas tuchel is a great manager , @todd_boehly and @ChelseaFC have made a huge blunder to sack a man who stayed loyal and faced adversity and unique challenge during the whole uk governments stunts. He is being sacked because he couldn’t do three people’s job and be subservient"
135,2022-09-07 22:33:28+00:00,BluesNewsOFC,Abramovich watching from afar as Boehly sacks Tuchel after a handful of poor results. https://t.co/Cz8uwcd6CN
136,2022-09-07 22:32:37+00:00,firefan1998,@DanThomasESPN Is Klopp going to get the sack like Tuchel if results like this keep happening?
137,2022-09-07 22:32:33+00:00,emmykage,How do you sack Tuchel ffs?
138,2022-09-07 22:32:04+00:00,abrabor_,@nergybest Oh u dey relegation zone I shock say them sack tuchel lef you sef
139,2022-09-07 22:31:34+00:00,NigerianWave,I’ve been so devastated by this Tuchel’s sack earlier.CFC just made my day miserable.But this is life.Nothing last forever.We have to move on.
140,2022-09-07 22:31:24+00:00,BluesNewsOFC,Boehly and co revisiting their decisions to sack Tuchel 3 months from now when we’re mid table. https://t.co/Jl5DnMqhYC
141,2022-09-07 22:30:30+00:00,Fubu_Don,Bro me barely could work this morning......man dem really sack Tuchel.
142,2022-09-07 22:30:28+00:00,PeterObiforPres,@thisisanfield Sack klopp and hire Tuchel.
143,2022-09-07 22:29:58+00:00,_CFCEd,"What hurts me the most about Tuchel getting sacked is I thought it would be different. I thought he wouldn't be a short term manager when he first came in, I then thought the new ownership would be different and wouldn't sack him.

I wanted a dynasty and a legacy..."
144,2022-09-07 22:29:39+00:00,gr8sod,"Perfect scenario; Liverpool should sack Klopp, hire Tuchel and Chelsea sign Klopp."
145,2022-09-07 22:28:32+00:00,ChelsSam_,"Crazy how not signing Ronaldo got Tuchel the sack, like he would’ve if he decided to sign him. https://t.co/1e9747Bmil"
146,2022-09-07 22:28:29+00:00,oszyxwv,Leicester City should sack Brendan Rodgers and sign Thomas Tuchel... They are still on time to save the season
147,2022-09-07 22:28:28+00:00,barde_nathaniel,@ChelseaFC This is not fair now how will you sack a manager like tuchel after six games this thing it's patience
148,2022-09-07 22:28:12+00:00,iam_stanley99,@___Alkaline Guy I never knew I loved tuchel like this….. since today I jus dull…. And na as dem sack am mood change even till now 😂😂 Omo ehh. This Chelsea fit kill me before my time 😂😂😂😂
149,2022-09-07 22:28:11+00:00,LFCRedRobbo,"@bjorge_erik @SeanDOlfc We had the squad to beat Napoli, you can't blame the owners for tonight's performance. If anything it's on Klopp, but don't sack him like Tuchel."
150,2022-09-07 22:28:06+00:00,peterpaschal2,"What if Todd Boehly comes out tomorrow and tell the world 🌎 again that it was just a prank, Thomas Tuchel isn't sack and he ll remain the best coach in the world.

I wish am dreaming."
151,2022-09-07 22:27:54+00:00,onidajoaye,@Naija_PR But na Tuchel them sack
152,2022-09-07 22:27:44+00:00,2ruwH,"OFFICIAL: Chelsea sack head coach Thomas Tuchel

A thread ⬇️ https://t.co/GYssBVdzV1"
153,2022-09-07 22:27:41+00:00,ayomide0007,"OFFICIAL: Chelsea sack head coach Thomas Tuchel

A thread ⬇️ https://t.co/iMzwjL6NrL"
154,2022-09-07 22:27:08+00:00,Jahdie14,Tuchel wasn't expecting a sack tbh. Thank you Gaffer https://t.co/WtZNRMPpzT
155,2022-09-07 22:26:05+00:00,FergusChelsea,"@HowaynShite @hmRBR_ @VintageDidier its quite clear boehly is the king of the media/pr. I'm not sure what to believe at this point tbh.

Maybe thats why he was trying for a late neymar deal, to appease fans as he knew tuchel sack was coming"
156,2022-09-07 22:25:27+00:00,Zero9750,Why would chelsea sack thomas tuchel?? Come on he got them a european title 2 seasons ago cut him some slack. #ThomasTuchel #ThomasTuchelOut
157,2022-09-07 22:24:31+00:00,ericnkemtaji,"Thomas Tuchel records this season is better that Klopp, why the heck will Chelsea sack him! That's a huge mistake and they need to reverse that decision. #UCL"
